UniProt_Proteome_ID	IDR_Long	IDR_Short
UP000201149	0.366	0.301
UP000221303	0.365	0.301
UP000226037	0.365	0.302
UP000028659	0.365	0.297
UP000204301	0.364	0.298
UP000241392	0.364	0.296
UP000201080	0.364	0.298
UP000221895	0.363	0.299
UP000001849	0.363	0.301
UP000221845	0.363	0.297
UP000008402	0.361	0.296
UP000225231	0.361	0.297
UP000241574	0.36	0.297
UP000203073	0.36	0.297
UP000204094	0.36	0.296
UP000031075	0.36	0.295
UP000225363	0.36	0.293
UP000203170	0.359	0.293
UP000225683	0.358	0.292
UP000000697	0.358	0.293
UP000202306	0.357	0.293
UP000005862	0.357	0.29
UP000202249	0.357	0.293
UP000202443	0.357	0.295
UP000241174	0.357	0.294
UP000203938	0.356	0.287
UP000204599	0.356	0.294
UP000203886	0.356	0.295
UP000224252	0.356	0.296
UP000221399	0.356	0.289
UP000241430	0.356	0.289
UP000202790	0.356	0.288
UP000241131	0.356	0.285
UP000240932	0.355	0.292
UP000240596	0.355	0.29
UP000230142	0.355	0.291
UP000204333	0.355	0.29
UP000005428	0.355	0.289
UP000201404	0.354	0.291
UP000241000	0.354	0.29
UP000006947	0.354	0.288
UP000203101	0.354	0.285
UP000007317	0.354	0.29
UP000221715	0.353	0.291
UP000229692	0.353	0.296
UP000018803	0.353	0.286
UP000002887	0.353	0.297
UP000224487	0.352	0.294
UP000203985	0.352	0.29
UP000203445	0.352	0.29
UP000241577	0.352	0.287
UP000204409	0.352	0.289
UP000240586	0.351	0.295
UP000204083	0.351	0.298
UP000001999	0.351	0.288
UP000204476	0.35	0.295
UP000221706	0.35	0.287
UP000019120	0.35	0.285
UP000225595	0.35	0.287
UP000005648	0.35	0.285
UP000015581	0.349	0.286
UP000230492	0.349	0.283
UP000222614	0.349	0.287
UP000008401	0.349	0.286
UP000007318	0.348	0.292
UP000224484	0.348	0.288
UP000002904	0.348	0.283
UP000008876	0.348	0.286
UP000008409	0.348	0.286
UP000241342	0.347	0.282
UP000225544	0.347	0.283
UP000240944	0.347	0.286
UP000001769	0.347	0.282
UP000000621	0.347	0.291
UP000202279	0.346	0.286
UP000221751	0.346	0.295
UP000223391	0.345	0.281
UP000012171	0.345	0.281
UP000241634	0.345	0.283
UP000015572	0.345	0.281
UP000241413	0.345	0.282
UP000001995	0.345	0.282
UP000008408	0.345	0.282
UP000005425	0.345	0.285
UP000201570	0.345	0.284
UP000201539	0.345	0.289
UP000241095	0.344	0.288
UP000221640	0.343	0.278
UP000241155	0.343	0.281
UP000241338	0.343	0.284
UP000223506	0.343	0.282
UP000029345	0.343	0.278
UP000204458	0.342	0.279
UP000202629	0.342	0.278
UP000225260	0.342	0.281
UP000000701	0.342	0.281
UP000008904	0.342	0.281
UP000005427	0.342	0.281
UP000224933	0.342	0.275
UP000225735	0.341	0.28
UP000003794	0.341	0.281
UP000029343	0.341	0.283
UP000202074	0.34	0.28
UP000008519	0.34	0.278
UP000012678	0.34	0.282
UP000240709	0.34	0.285
UP000222555	0.339	0.278
UP000225925	0.339	0.28
UP000221617	0.339	0.284
UP000030201	0.338	0.279
UP000241216	0.337	0.281
UP000241317	0.337	0.275
UP000202219	0.337	0.275
UP000002665	0.336	0.281
UP000229963	0.336	0.279
UP000014222	0.336	0.277
UP000231264	0.335	0.275
UP000019737	0.335	0.282
UP000001284	0.335	0.27
UP000005430	0.335	0.277
UP000241853	0.334	0.276
UP000221125	0.333	0.277
UP000029348	0.332	0.273
UP000008057	0.332	0.28
UP000003800	0.332	0.279
UP000241290	0.332	0.275
UP000226224	0.331	0.28
UP000000694	0.331	0.281
UP000228562	0.331	0.274
UP000240673	0.331	0.276
UP000221227	0.33	0.275
UP000229313	0.33	0.273
UP000204546	0.329	0.27
UP000226425	0.329	0.269
UP000225045	0.329	0.276
UP000002135	0.329	0.274
UP000202089	0.329	0.27
UP000201262	0.329	0.276
UP000008015	0.329	0.271
UP000223621	0.329	0.272
UP000241032	0.329	0.272
UP000228494	0.329	0.272
UP000222087	0.328	0.268
UP000226097	0.328	0.277
UP000007859	0.328	0.274
UP000201248	0.328	0.276
UP000015571	0.328	0.277
UP000231458	0.328	0.265
UP000203422	0.327	0.277
UP000225878	0.327	0.278
UP000203663	0.326	0.273
UP000201386	0.325	0.271
UP000223707	0.325	0.276
UP000223377	0.325	0.273
UP000225471	0.324	0.272
UP000018806	0.324	0.263
UP000031732	0.324	0.27
UP000202682	0.324	0.269
UP000224834	0.323	0.271
UP000225322	0.323	0.271
UP000226197	0.323	0.265
UP000225416	0.323	0.269
UP000241007	0.323	0.273
UP000001179	0.322	0.27
UP000221202	0.322	0.261
UP000031079	0.322	0.267
UP000224440	0.322	0.269
UP000009206	0.322	0.268
UP000223047	0.322	0.269
UP000224503	0.321	0.272
UP000223655	0.321	0.268
UP000029939	0.321	0.267
UP000204189	0.321	0.276
UP000203019	0.321	0.267
UP000224266	0.321	0.261
UP000223548	0.321	0.265
UP000240735	0.321	0.272
UP000240214	0.321	0.264
UP000226027	0.32	0.268
UP000204609	0.32	0.269
UP000014228	0.32	0.271
UP000221594	0.32	0.261
UP000009002	0.32	0.26
UP000223820	0.32	0.271
UP000008740	0.32	0.266
UP000033018	0.319	0.263
UP000203182	0.319	0.268
UP000029342	0.319	0.269
UP000013551	0.319	0.269
UP000226065	0.319	0.262
UP000240744	0.319	0.268
UP000007051	0.319	0.268
UP000226245	0.318	0.268
UP000224734	0.318	0.259
UP000029880	0.318	0.27
UP000223875	0.318	0.267
UP000240652	0.318	0.269
UP000241892	0.318	0.265
UP000223093	0.317	0.266
UP000204306	0.317	0.268
UP000221537	0.317	0.257
UP000019119	0.317	0.268
UP000033021	0.317	0.263
UP000202870	0.316	0.264
UP000203169	0.316	0.27
UP000226328	0.316	0.257
UP000013555	0.316	0.265
UP000005647	0.316	0.265
UP000006696	0.316	0.264
UP000002346	0.316	0.269
UP000202170	0.315	0.265
UP000221376	0.315	0.261
UP000030045	0.315	0.265
UP000016894	0.314	0.266
UP000009272	0.314	0.266
UP000024435	0.314	0.265
UP000019127	0.314	0.267
UP000001724	0.314	0.264
UP000225613	0.314	0.263
UP000223767	0.313	0.262
UP000203357	0.313	0.266
UP000203291	0.313	0.262
UP000024443	0.313	0.265
UP000226045	0.313	0.256
UP000221167	0.313	0.265
UP000225383	0.313	0.264
UP000005882	0.313	0.263
UP000225781	0.312	0.265
UP000203884	0.312	0.261
UP000031723	0.312	0.262
UP000018631	0.312	0.263
UP000201847	0.311	0.261
UP000029361	0.311	0.262
UP000241681	0.311	0.264
UP000226155	0.311	0.264
UP000002492	0.311	0.262
UP000008400	0.311	0.262
UP000229212	0.311	0.264
UP000030044	0.311	0.262
UP000241411	0.31	0.27
UP000202432	0.31	0.264
UP000240236	0.31	0.259
UP000225975	0.31	0.262
UP000001896	0.31	0.261
UP000028671	0.31	0.26
UP000019700	0.309	0.262
UP000201360	0.309	0.263
UP000031729	0.309	0.26
UP000202133	0.309	0.252
UP000029883	0.309	0.261
UP000015570	0.309	0.258
UP000032687	0.308	0.262
UP000201915	0.308	0.259
UP000221790	0.308	0.26
UP000221777	0.307	0.258
UP000019742	0.307	0.259
UP000015082	0.307	0.26
UP000240662	0.307	0.259
UP000001211	0.307	0.262
UP000001504	0.307	0.257
UP000207593	0.307	0.26
UP000201689	0.306	0.257
UP000240724	0.306	0.257
UP000204451	0.306	0.259
UP000241261	0.306	0.258
UP000001270	0.306	0.258
UP000204046	0.306	0.259
UP000222598	0.306	0.26
UP000222841	0.306	0.26
UP000005661	0.306	0.259
UP000224348	0.306	0.256
UP000001518	0.305	0.26
UP000228693	0.305	0.26
UP000240246	0.305	0.263
UP000018634	0.305	0.257
UP000018627	0.305	0.258
UP000203139	0.305	0.257
UP000013553	0.305	0.258
UP000240323	0.305	0.258
UP000241083	0.305	0.258
UP000005655	0.305	0.257
UP000008407	0.305	0.259
UP000006684	0.305	0.255
UP000201506	0.305	0.257
UP000015573	0.304	0.256
UP000008905	0.304	0.255
UP000001212	0.304	0.257
UP000223622	0.304	0.255
UP000201389	0.303	0.259
UP000226076	0.303	0.256
UP000008426	0.303	0.256
UP000002342	0.303	0.257
UP000223835	0.303	0.255
UP000221761	0.302	0.256
UP000001585	0.302	0.257
UP000202320	0.302	0.256
UP000009279	0.302	0.255
UP000019125	0.302	0.255
UP000203086	0.302	0.255
UP000019734	0.302	0.253
UP000008902	0.302	0.257
UP000009289	0.302	0.253
UP000222360	0.302	0.251
UP000030041	0.302	0.253
UP000229119	0.301	0.255
UP000019498	0.301	0.254
UP000240285	0.301	0.253
UP000221632	0.301	0.255
UP000222566	0.301	0.253
UP000207687	0.301	0.255
UP000202223	0.3	0.254
UP000001571	0.3	0.254
UP000241070	0.3	0.256
UP000229090	0.3	0.252
UP000241194	0.3	0.255
UP000002541	0.3	0.254
UP000222126	0.3	0.253
UP000006536	0.299	0.251
UP000207608	0.299	0.246
UP000030210	0.299	0.253
UP000204039	0.299	0.254
UP000009067	0.299	0.253
UP000225077	0.299	0.254
UP000007941	0.299	0.254
UP000201371	0.298	0.254
UP000008395	0.298	0.253
UP000222251	0.298	0.253
UP000207763	0.298	0.253
UP000000524	0.298	0.249
UP000241183	0.298	0.251
UP000221958	0.298	0.249
UP000202619	0.297	0.254
UP000223201	0.297	0.253
UP000226398	0.297	0.249
UP000203526	0.297	0.251
UP000225918	0.297	0.255
UP000029881	0.297	0.252
UP000201432	0.297	0.251
UP000223970	0.297	0.25
UP000203777	0.297	0.25
UP000204112	0.296	0.252
UP000011108	0.296	0.249
UP000202114	0.296	0.246
UP000222265	0.296	0.247
UP000222639	0.295	0.25
UP000203218	0.295	0.252
UP000201918	0.295	0.251
UP000203614	0.295	0.249
UP000241926	0.295	0.249
UP000018628	0.295	0.25
UP000203493	0.295	0.25
UP000225832	0.295	0.253
UP000005433	0.295	0.251
UP000203052	0.295	0.25
UP000000993	0.294	0.252
UP000222649	0.294	0.244
UP000006651	0.294	0.247
UP000207679	0.294	0.246
UP000005886	0.294	0.247
UP000204422	0.294	0.251
UP000000911	0.294	0.25
UP000004791	0.294	0.252
UP000222902	0.294	0.247
UP000008184	0.293	0.248
UP000240674	0.293	0.244
UP000221941	0.293	0.252
UP000207678	0.293	0.248
UP000008903	0.293	0.249
UP000225464	0.293	0.248
UP000001779	0.293	0.244
UP000221920	0.293	0.252
UP000241360	0.293	0.25
UP000214345	0.292	0.239
UP000240180	0.292	0.246
UP000222018	0.292	0.249
UP000029353	0.292	0.249
UP000204456	0.292	0.245
UP000225204	0.291	0.244
UP000224485	0.291	0.245
UP000001215	0.291	0.243
UP000241138	0.291	0.249
UP000240873	0.291	0.246
UP000225965	0.291	0.246
UP000008418	0.291	0.248
UP000002822	0.291	0.249
UP000011109	0.291	0.243
UP000241644	0.291	0.249
UP000222646	0.291	0.252
UP000222533	0.291	0.244
UP000241102	0.29	0.249
UP000223018	0.29	0.251
UP000229232	0.29	0.245
UP000225285	0.29	0.248
UP000240218	0.29	0.24
UP000014991	0.29	0.243
UP000225141	0.29	0.245
UP000030043	0.29	0.248
UP000240703	0.29	0.247
UP000224802	0.289	0.246
UP000000618	0.289	0.249
UP000225581	0.289	0.243
UP000027491	0.289	0.246
UP000008414	0.289	0.244
UP000241502	0.289	0.24
UP000000367	0.289	0.248
UP000009054	0.288	0.242
UP000224600	0.288	0.243
UP000224727	0.288	0.246
UP000007940	0.288	0.245
UP000203955	0.287	0.239
UP000241439	0.287	0.244
UP000225978	0.287	0.239
UP000225023	0.286	0.24
UP000224401	0.286	0.244
UP000008391	0.286	0.243
UP000225001	0.286	0.243
UP000225680	0.286	0.245
UP000225870	0.286	0.244
UP000223589	0.286	0.241
UP000001112	0.285	0.243
UP000014226	0.285	0.238
UP000026987	0.285	0.244
UP000240719	0.285	0.245
UP000224896	0.285	0.245
UP000008125	0.285	0.244
UP000002347	0.285	0.24
UP000008012	0.285	0.236
UP000221247	0.285	0.24
UP000225314	0.284	0.238
UP000240815	0.284	0.242
UP000240639	0.284	0.24
UP000008465	0.284	0.24
UP000007840	0.284	0.242
UP000033022	0.284	0.243
UP000203821	0.283	0.243
UP000203710	0.283	0.238
UP000223266	0.283	0.242
UP000007163	0.282	0.238
UP000240548	0.282	0.235
UP000224068	0.282	0.237
UP000001480	0.282	0.239
UP000221385	0.281	0.241
UP000225284	0.281	0.242
UP000224329	0.281	0.239
UP000019368	0.281	0.235
UP000226032	0.281	0.233
UP000241797	0.281	0.234
UP000007595	0.281	0.232
UP000011237	0.28	0.233
UP000241433	0.28	0.242
UP000221254	0.28	0.236
UP000008014	0.28	0.236
UP000029461	0.279	0.236
UP000225255	0.279	0.235
UP000224518	0.279	0.236
UP000204107	0.278	0.24
UP000229812	0.278	0.236
UP000221339	0.278	0.233
UP000000983	0.278	0.242
UP000240618	0.278	0.236
UP000000710	0.278	0.232
UP000222552	0.278	0.231
UP000241675	0.278	0.235
UP000228985	0.278	0.237
UP000223946	0.278	0.236
UP000222773	0.277	0.238
UP000001766	0.277	0.235
UP000224249	0.277	0.238
UP000225003	0.277	0.236
UP000009140	0.277	0.237
UP000002617	0.277	0.232
UP000240283	0.277	0.239
UP000221250	0.276	0.234
UP000222626	0.276	0.238
UP000222618	0.276	0.238
UP000223336	0.276	0.235
UP000224652	0.276	0.231
UP000224880	0.274	0.23
UP000222865	0.274	0.233
UP000221450	0.274	0.235
UP000203999	0.274	0.234
UP000226199	0.274	0.235
UP000222134	0.273	0.23
UP000075220	0.273	0.225
UP000221146	0.273	0.233
UP000002653	0.273	0.237
UP000225564	0.273	0.23
UP000011235	0.272	0.228
UP000223907	0.272	0.226
UP000225316	0.272	0.23
UP000222511	0.272	0.231
UP000223816	0.272	0.231
UP000001159	0.272	0.233
UP000223204	0.271	0.228
UP000223569	0.271	0.23
UP000240477	0.271	0.229
UP000241488	0.271	0.227
UP000202999	0.271	0.228
UP000240704	0.271	0.228
UP000224832	0.271	0.231
UP000225393	0.271	0.23
UP000201261	0.271	0.23
UP000008013	0.271	0.231
UP000230040	0.27	0.231
UP000226085	0.27	0.227
UP000241835	0.27	0.226
UP000007964	0.269	0.233
UP000201073	0.269	0.231
UP000008019	0.269	0.225
UP000222072	0.269	0.23
UP000232689	0.269	0.229
UP000241443	0.269	0.228
UP000221957	0.269	0.23
UP000223821	0.269	0.226
UP000223375	0.268	0.227
UP000241381	0.268	0.228
UP000222701	0.268	0.226
UP000240847	0.268	0.228
UP000225351	0.268	0.228
UP000201738	0.268	0.227
UP000005249	0.268	0.229
UP000222846	0.267	0.224
UP000203319	0.267	0.228
UP000204048	0.267	0.226
UP000224846	0.267	0.226
UP000204120	0.267	0.229
UP000223317	0.267	0.227
UP000221124	0.267	0.229
UP000224984	0.267	0.23
UP000222204	0.266	0.225
UP000225722	0.266	0.227
UP000222016	0.266	0.221
UP000019730	0.266	0.223
UP000241758	0.266	0.225
UP000221402	0.266	0.227
UP000225149	0.266	0.225
UP000222907	0.265	0.227
UP000201065	0.265	0.225
UP000225534	0.265	0.226
UP000223044	0.265	0.222
UP000232857	0.265	0.223
UP000223290	0.265	0.222
UP000224079	0.265	0.226
UP000223009	0.265	0.229
UP000225361	0.265	0.224
UP000226308	0.264	0.226
UP000240752	0.264	0.222
UP000223561	0.264	0.223
UP000241565	0.263	0.225
UP000222009	0.263	0.223
UP000006134	0.263	0.223
UP000201588	0.262	0.224
UP000223842	0.262	0.222
UP000221639	0.262	0.224
UP000241871	0.262	0.228
UP000201358	0.262	0.224
UP000000881	0.262	0.225
UP000226096	0.261	0.221
UP000221246	0.261	0.224
UP000204513	0.261	0.224
UP000202284	0.261	0.223
UP000240528	0.261	0.226
UP000001653	0.26	0.219
UP000240376	0.26	0.223
UP000011148	0.26	0.22
UP000203879	0.26	0.223
UP000224292	0.26	0.223
UP000223315	0.259	0.221
UP000230794	0.259	0.217
UP000222156	0.259	0.223
UP000002237	0.259	0.221
UP000223786	0.259	0.223
UP000201983	0.259	0.224
UP000241930	0.258	0.221
UP000201625	0.258	0.219
UP000011291	0.258	0.225
UP000008024	0.258	0.221
UP000224058	0.258	0.221
UP000241929	0.258	0.224
UP000225042	0.258	0.222
UP000226112	0.258	0.219
UP000221335	0.258	0.22
UP000240914	0.258	0.218
UP000224691	0.258	0.223
UP000240536	0.258	0.22
UP000030928	0.257	0.216
UP000221970	0.257	0.22
UP000221849	0.257	0.22
UP000231485	0.257	0.224
UP000225058	0.257	0.222
UP000241465	0.257	0.223
UP000240716	0.257	0.224
UP000240409	0.257	0.221
UP000223143	0.256	0.221
UP000223840	0.256	0.22
UP000221813	0.256	0.22
UP000223262	0.256	0.219
UP000223822	0.256	0.221
UP000000331	0.255	0.214
UP000223300	0.255	0.222
UP000223184	0.255	0.221
UP000008735	0.254	0.215
UP000008728	0.253	0.217
UP000222162	0.253	0.217
UP000225985	0.253	0.216
UP000222797	0.253	0.216
UP000028562	0.253	0.217
UP000032689	0.253	0.212
UP000223743	0.253	0.215
UP000222167	0.253	0.219
UP000223252	0.253	0.21
UP000201228	0.252	0.217
UP000226363	0.252	0.213
UP000225617	0.252	0.215
UP000225479	0.252	0.214
UP000221855	0.252	0.212
UP000241925	0.252	0.218
UP000225386	0.251	0.214
UP000001507	0.251	0.215
UP000222983	0.251	0.213
UP000229296	0.251	0.213
UP000224557	0.251	0.215
UP000222754	0.251	0.215
UP000224125	0.251	0.216
UP000223716	0.25	0.214
UP000009093	0.25	0.214
UP000002902	0.25	0.215
UP000241154	0.25	0.219
UP000241282	0.25	0.213
UP000231419	0.25	0.216
UP000225390	0.25	0.214
UP000222381	0.25	0.214
UP000221316	0.25	0.216
UP000241740	0.25	0.216
UP000225664	0.249	0.211
UP000204592	0.249	0.215
UP000224934	0.249	0.216
UP000221494	0.249	0.216
UP000241629	0.249	0.215
UP000015090	0.249	0.218
UP000222892	0.249	0.216
UP000221737	0.249	0.212
UP000224966	0.249	0.211
UP000241863	0.248	0.213
UP000225646	0.248	0.212
UP000222301	0.248	0.216
UP000001862	0.247	0.21
UP000241775	0.247	0.209
UP000223004	0.247	0.206
UP000001466	0.247	0.208
UP000224539	0.247	0.212
UP000223329	0.246	0.208
UP000011289	0.246	0.215
UP000222004	0.246	0.214
UP000221325	0.246	0.21
UP000223043	0.246	0.211
UP000226297	0.245	0.209
UP000224684	0.245	0.206
UP000011829	0.245	0.214
UP000223069	0.245	0.209
UP000202831	0.245	0.209
UP000222179	0.245	0.21
UP000002666	0.245	0.206
UP000223381	0.245	0.21
UP000226242	0.245	0.208
UP000202282	0.244	0.211
UP000203410	0.244	0.21
UP000222145	0.244	0.211
UP000221139	0.243	0.207
UP000221448	0.243	0.207
UP000001713	0.243	0.212
UP000226233	0.243	0.209
UP000223798	0.243	0.21
UP000222611	0.243	0.207
UP000222165	0.243	0.212
UP000001186	0.243	0.208
UP000225732	0.242	0.211
UP000222193	0.242	0.207
UP000221876	0.242	0.209
UP000224230	0.242	0.211
UP000203669	0.242	0.208
UP000030731	0.241	0.2
UP000240398	0.241	0.209
UP000224969	0.241	0.21
UP000005879	0.241	0.206
UP000232892	0.241	0.207
UP000223221	0.24	0.204
UP000222959	0.24	0.206
UP000024438	0.24	0.208
UP000240223	0.24	0.211
UP000224829	0.24	0.205
UP000222061	0.24	0.206
UP000001305	0.24	0.209
UP000002923	0.239	0.205
UP000223410	0.239	0.202
UP000031093	0.238	0.207
UP000222979	0.238	0.208
UP000026990	0.238	0.205
UP000228981	0.238	0.206
UP000202751	0.238	0.198
UP000223243	0.237	0.203
UP000000290	0.237	0.2
UP000223624	0.237	0.217
UP000241016	0.236	0.207
UP000224109	0.236	0.203
UP000225035	0.236	0.206
UP000221507	0.236	0.206
UP000012673	0.236	0.209
UP000221609	0.236	0.2
UP000224291	0.236	0.205
UP000221871	0.236	0.202
UP000224016	0.236	0.203
UP000006179	0.236	0.199
UP000223268	0.235	0.205
UP000223738	0.235	0.205
UP000201477	0.235	0.203
UP000225192	0.235	0.206
UP000015088	0.234	0.205
UP000241037	0.234	0.201
UP000002579	0.234	0.204
UP000222158	0.234	0.201
UP000229926	0.234	0.2
UP000224963	0.233	0.199
UP000027492	0.233	0.203
UP000223017	0.233	0.203
UP000224902	0.233	0.201
UP000007387	0.232	0.202
UP000221293	0.232	0.204
UP000223158	0.232	0.202
UP000223125	0.232	0.197
UP000225448	0.232	0.201
UP000222624	0.231	0.198
UP000031090	0.231	0.198
UP000203637	0.231	0.198
UP000222554	0.231	0.202
UP000202310	0.23	0.199
UP000241499	0.23	0.195
UP000222601	0.23	0.202
UP000241376	0.23	0.194
UP000224215	0.23	0.197
UP000240962	0.229	0.197
UP000012036	0.228	0.2
UP000024336	0.228	0.2
UP000231470	0.227	0.197
UP000240819	0.227	0.196
UP000000619	0.226	0.193
UP000241842	0.226	0.192
UP000001785	0.226	0.195
UP000241345	0.225	0.198
UP000011278	0.225	0.192
UP000201461	0.225	0.195
UP000188400	0.224	0.192
UP000000908	0.224	0.189
UP000015925	0.224	0.197
UP000223626	0.224	0.193
UP000015563	0.224	0.201
UP000224677	0.224	0.195
UP000221286	0.223	0.191
UP000204614	0.223	0.193
UP000031085	0.223	0.189
UP000225596	0.223	0.191
UP000029682	0.223	0.19
UP000015091	0.222	0.192
UP000222417	0.222	0.191
UP000028462	0.221	0.193
UP000224041	0.221	0.194
UP000014664	0.221	0.187
UP000241367	0.22	0.191
UP000223484	0.22	0.187
UP000029680	0.22	0.186
UP000240934	0.219	0.19
UP000202045	0.219	0.191
UP000240294	0.219	0.191
UP000241480	0.219	0.194
UP000224551	0.218	0.193
UP000029373	0.218	0.187
UP000223330	0.218	0.189
UP000000330	0.217	0.189
UP000223102	0.217	0.186
UP000014709	0.217	0.19
UP000014665	0.217	0.189
UP000221180	0.217	0.189
UP000223891	0.217	0.189
UP000225166	0.217	0.19
UP000203809	0.217	0.194
UP000002235	0.216	0.19
UP000221612	0.215	0.192
UP000015564	0.215	0.186
UP000008730	0.214	0.187
UP000008731	0.214	0.188
UP000240663	0.214	0.185
UP000202763	0.214	0.188
UP000226321	0.214	0.188
UP000203832	0.213	0.189
UP000000969	0.213	0.187
UP000009143	0.213	0.18
UP000223769	0.212	0.186
UP000221522	0.211	0.175
UP000028961	0.209	0.188
UP000225892	0.209	0.183
UP000015569	0.208	0.189
UP000002299	0.207	0.18
UP000014714	0.207	0.191
UP000001773	0.204	0.173
UP000201148	0.202	0.18
UP000006664	0.2	0.178
UP000241364	0.2	0.175
UP000203816	0.199	0.176
UP000222840	0.199	0.174
UP000223588	0.198	0.174
UP000221758	0.198	0.176
UP000014729	0.197	0.175
UP000006649	0.195	0.166
UP000240538	0.195	0.173
UP000019740	0.192	0.162
UP000225894	0.191	0.173
UP000009070	0.189	0.171
UP000225947	0.188	0.16
UP000007524	0.188	0.165
UP000002251	0.179	0.152
UP000015568	0.179	0.162
UP000224784	0.177	0.151
UP000001709	0.175	0.151
UP000000850	0.151	0.14
UP000240302	0.25	0.215
UP000241860	0.195	0.174
UP000240659	0.335	0.286
UP000001783	0.28	0.262
UP000214356	0.28	0.251
UP000007611	0.28	0.247
UP000002101	0.249	0.245
UP000005893	0.247	0.223
UP000223780	0.231	0.201
UP000221315	0.226	0.208
UP000000848	0.218	0.204
UP000000978	0.2	0.182
UP000225715	0.196	0.178
UP000000338	0.196	0.18
UP000000880	0.196	0.181
UP000014317	0.194	0.176
UP000002094	0.191	0.184
UP000202258	0.175	0.16
UP000019160	0.145	0.155
UP000001049	0.099	0.106
UP000001252	0.082	0.1
UP000001764	0.068	0.088
UP000202649	0.067	0.082
UP000002142	0.059	0.07
UP000240485	0.438	0.36
UP000221647	0.397	0.328
UP000221275	0.371	0.309
UP000005431	0.368	0.297
UP000222218	0.36	0.294
UP000226135	0.36	0.296
UP000222305	0.357	0.298
UP000241528	0.352	0.29
UP000222678	0.35	0.29
UP000224475	0.346	0.284
UP000221249	0.346	0.289
UP000222314	0.345	0.286
UP000222295	0.343	0.29
UP000241172	0.341	0.288
UP000225122	0.339	0.284
UP000228765	0.33	0.275
UP000223061	0.329	0.275
UP000241693	0.328	0.282
UP000223167	0.325	0.268
UP000221359	0.324	0.272
UP000222922	0.322	0.263
UP000222059	0.319	0.267
UP000240319	0.318	0.266
UP000226404	0.318	0.268
UP000223368	0.318	0.263
UP000225580	0.317	0.262
UP000231040	0.314	0.27
UP000229691	0.314	0.268
UP000225954	0.311	0.256
UP000231327	0.308	0.258
UP000223190	0.308	0.252
UP000223765	0.308	0.257
UP000222868	0.307	0.255
UP000241935	0.304	0.256
UP000223378	0.303	0.252
UP000002260	0.303	0.256
UP000242003	0.302	0.251
UP000241263	0.301	0.251
UP000226124	0.301	0.253
UP000240374	0.301	0.257
UP000240564	0.3	0.253
UP000226262	0.3	0.254
UP000223103	0.298	0.25
UP000222194	0.296	0.252
UP000240328	0.296	0.252
UP000222764	0.296	0.249
UP000224898	0.296	0.25
UP000222047	0.295	0.251
UP000231050	0.294	0.25
UP000225026	0.293	0.246
UP000240688	0.293	0.245
UP000225897	0.293	0.251
UP000225301	0.292	0.243
UP000241592	0.292	0.244
UP000226249	0.291	0.25
UP000241341	0.291	0.245
UP000240487	0.291	0.246
UP000001040	0.29	0.244
UP000225454	0.29	0.243
UP000229271	0.29	0.246
UP000240350	0.289	0.25
UP000222808	0.288	0.242
UP000000506	0.286	0.237
UP000241876	0.286	0.244
UP000224217	0.285	0.242
UP000240903	0.285	0.239
UP000230966	0.284	0.237
UP000224219	0.283	0.237
UP000221600	0.283	0.245
UP000240252	0.281	0.234
UP000241188	0.279	0.238
UP000241034	0.278	0.234
UP000241432	0.278	0.24
UP000241061	0.278	0.239
UP000240855	0.277	0.232
UP000241090	0.277	0.239
UP000241370	0.275	0.235
UP000225660	0.274	0.236
UP000221999	0.274	0.235
UP000241058	0.274	0.24
UP000241732	0.272	0.233
UP000244186	0.272	0.235
UP000240268	0.272	0.23
UP000224441	0.272	0.23
UP000222804	0.271	0.237
UP000226413	0.271	0.232
UP000224301	0.27	0.223
UP000223239	0.27	0.224
UP000223770	0.27	0.233
UP000222030	0.269	0.226
UP000221937	0.269	0.226
UP000241510	0.267	0.228
UP000223140	0.267	0.223
UP000221216	0.267	0.226
UP000224314	0.267	0.227
UP000016942	0.267	0.228
UP000222556	0.266	0.228
UP000224566	0.266	0.223
UP000241620	0.265	0.224
UP000222283	0.265	0.228
UP000223906	0.265	0.227
UP000203153	0.265	0.226
UP000225190	0.265	0.227
UP000241941	0.264	0.224
UP000222446	0.264	0.224
UP000221795	0.263	0.225
UP000222471	0.262	0.223
UP000225007	0.262	0.224
UP000221883	0.261	0.226
UP000240208	0.261	0.221
UP000221326	0.261	0.224
UP000221822	0.26	0.221
UP000223654	0.26	0.229
UP000224134	0.259	0.219
UP000223755	0.259	0.221
UP000240568	0.258	0.22
UP000223669	0.258	0.219
UP000225704	0.258	0.213
UP000226021	0.258	0.22
UP000224899	0.257	0.22
UP000223776	0.257	0.22
UP000224263	0.257	0.217
UP000221558	0.256	0.213
UP000221306	0.256	0.214
UP000226128	0.256	0.215
UP000223646	0.256	0.22
UP000223138	0.256	0.218
UP000225104	0.256	0.226
UP000223335	0.256	0.22
UP000226117	0.255	0.219
UP000224269	0.255	0.215
UP000222681	0.255	0.215
UP000223512	0.255	0.221
UP000223514	0.255	0.223
UP000225717	0.254	0.218
UP000221148	0.253	0.211
UP000225568	0.253	0.217
UP000222886	0.252	0.211
UP000240865	0.252	0.219
UP000240377	0.251	0.212
UP000223060	0.25	0.215
UP000222594	0.25	0.216
UP000223730	0.25	0.213
UP000222319	0.25	0.212
UP000225599	0.25	0.214
UP000224052	0.249	0.216
UP000221243	0.249	0.213
UP000221552	0.248	0.207
UP000222963	0.248	0.207
UP000222183	0.248	0.211
